name,display_rank,rank,tied
California Institute of Technology,#7,7,TRUE
Christopher Newport University,#7,7,FALSE
College of Idaho,#7,7,FALSE
Duke University,#7,7,TRUE
Elmira College,#7,7,FALSE
Loyola University Maryland,#7,7,FALSE
United States Air Force Academy,#7,7,FALSE
University of Redlands,#7,7,TRUE
University of the Ozarks,#7,7,FALSE
Whitworth University,#7,7,TRUE
Alfred State College--SUNY,#8,8,FALSE
Benedictine College,#8,8,TRUE
Brigham Young University--Idaho,#8,8,FALSE
Dordt University,#8,8,FALSE
Saint Joseph's University,#8,8,FALSE
Spring Hill College,#8,8,FALSE
Tuskegee University,#8,8,FALSE
United States Military Academy at West Point,#8,8,FALSE
William Jewell College,#8,8,TRUE
Bowdoin College,#9,9,TRUE
Brigham Young University--Hawaii,#9,9,FALSE
Brown University,#9,9,TRUE
Carleton College,#9,9,TRUE
College of Charleston,#9,9,TRUE
College of Mount St. Vincent,#9,9,TRUE
CUNY--Baruch College,#9,9,FALSE
Huntingdon College,#9,9,FALSE
Johns Hopkins University,#9,9,TRUE
Kettering University,#9,9,FALSE
Northwestern University,#9,9,TRUE
Point Loma Nazarene University,#9,9,FALSE
Savannah College of Art and Design,#9,9,TRUE
SUNY College of Technology at Canton,#9,9,TRUE
Barton College,#10,10,TRUE
California State University--Stanislaus,#10,10,FALSE
Hamline University,#10,10,FALSE
Hiram College,#10,10,TRUE
Lake Superior State University,#10,10,TRUE
Marist College,#10,10,FALSE
Newberry College,#10,10,TRUE
Barnard College,#11,11,TRUE
California Lutheran University,#11,11,TRUE
Claremont McKenna College,#11,11,TRUE
Dominican University,#11,11,TRUE
Florida Southern College,#11,11,TRUE
Grinnell College,#11,11,TRUE
Massachusetts Maritime Academy,#11,11,FALSE
Middlebury College,#11,11,TRUE
Mount Saint Mary's University,#11,11,TRUE
Texas Lutheran University,#11,11,TRUE
University of Maine at Farmington,#11,11,FALSE
University of Northern Iowa,#11,11,TRUE
Warner Pacific University,#11,11,TRUE
Wesleyan University,#11,11,TRUE
Winthrop University,#11,11,TRUE
Colby-Sawyer College,#12,12,TRUE
Columbia University,#12,12,TRUE
Cornell University,#12,12,TRUE
Goshen College,#12,12,TRUE
Keene State College,#12,12,TRUE
LaGrange College,#12,12,FALSE
Loras College,#12,12,TRUE
SUNY Cobleskill,#12,12,TRUE
SUNY--Geneseo,#12,12,FALSE
University of Antelope Valley,#12,12,FALSE
University of Chicago,#12,12,TRUE
University of Pittsburgh at Johnstown,#12,12,TRUE
Christian Brothers University,#13,13,TRUE
Emerson College,#13,13,TRUE
Indiana Wesleyan University,#13,13,TRUE
Ithaca College,#13,13,TRUE
John Brown University,#13,13,TRUE
Lewis University,#13,13,TRUE
Manhattan College,#13,13,TRUE
North Florida College,#13,13,FALSE
Pacific Union College,#13,13,FALSE
Rockhurst University,#13,13,TRUE
Siena College,#13,13,TRUE
University of Evansville,#13,13,TRUE
University of Washington Tacoma,#13,13,FALSE
Baptist College of Florida,#14,14,FALSE
California State University--Monterey Bay,#14,14,TRUE
St. Mary's University of San Antonio,#14,14,TRUE
Trine University,#14,14,FALSE
University of Silicon Valley,#14,14,FALSE
Averett University,#15,15,TRUE
John Paul the Great Catholic University,#15,15,TRUE
Milligan University,#15,15,FALSE
Millikin University,#15,15,TRUE
Southwestern Adventist University,#15,15,TRUE
Tennessee Wesleyan University,#15,15,TRUE
Trinity Christian College,#15,15,TRUE
Union College (NE),#15,15,TRUE
"University of California, Berkeley",#15,15,TRUE
"University of California, Los Angeles",#15,15,TRUE
University of Hawaii--West Oahu,#15,15,TRUE
California State University--Chico,#16,16,FALSE
Davidson College,#16,16,TRUE
Farmingdale State College--SUNY,#16,16,TRUE
Georgia College & State University,#16,16,TRUE
Hamilton College,#16,16,TRUE
Harvey Mudd College,#16,16,TRUE
Queens University of Charlotte,#16,16,TRUE
Smith College,#16,16,TRUE
University of Tampa,#16,16,TRUE
Vassar College,#16,16,TRUE
Vaughn College of Aeronautics and Technology,#16,16,TRUE
Xavier University of Louisiana,#16,16,TRUE
Augsburg University,#17,17,TRUE
Augustana University,#17,17,TRUE
Blue Mountain Christian University,#17,17,TRUE
CUNY--John Jay College of Criminal Justice,#17,17,TRUE
Le Moyne College,#17,17,TRUE
Monmouth University,#17,17,TRUE
Rice University,#17,17,FALSE
St. Bonaventure University,#17,17,TRUE
University of Michigan--Dearborn,#17,17,TRUE
Welch College,#17,17,TRUE
Arizona Christian University,#18,18,TRUE
"California State University, Sacramento",#18,18,TRUE
Dartmouth College,#18,18,TRUE
Dominican University of California,#18,18,TRUE
Marietta College,#18,18,FALSE
Montana State University--Northern,#18,18,TRUE
St. Francis College,#18,18,FALSE
University of Dallas,#18,18,TRUE
Vanderbilt University,#18,18,TRUE
Snow College,#19,19,FALSE
Wisconsin Lutheran College,#19,19,FALSE
Colorado Mesa University,#20,20,TRUE
Hastings College,#20,20,FALSE
Lander University,#20,20,TRUE
Life Pacific University,#20,20,TRUE
Mars Hill University,#20,20,TRUE
Otterbein University,#20,20,FALSE
SUNY College of Technology--Delhi,#20,20,TRUE
University of Montevallo,#20,20,FALSE
University of Notre Dame,#20,20,FALSE
University of Pittsburgh at Bradford,#20,20,TRUE
California State University--Los Angeles,#21,21,TRUE
Cedarville University,#21,21,TRUE
Colgate University,#21,21,TRUE
CUNY--Hunter College,#21,21,TRUE
Emory & Henry College,#21,21,TRUE
Haverford College,#21,21,TRUE
Longwood University,#21,21,TRUE
Montserrat College of Art,#21,21,FALSE
New York Institute of Technology,#21,21,TRUE
Towson University,#21,21,TRUE
University of Michigan--Ann Arbor,#21,21,FALSE
University of Minnesota Duluth,#21,21,TRUE
University of Wisconsin--Eau Claire,#21,21,TRUE
Washington and Lee University,#21,21,TRUE
Westminster University (UT),#21,21,TRUE
Bluffton University,#22,22,TRUE
CUNY--New York City College of Technology,#22,22,FALSE
Georgetown University,#22,22,TRUE
Kentucky Wesleyan College,#22,22,TRUE
St. Augustine College,#22,22,TRUE
University of North Carolina at Chapel Hill,#22,22,TRUE
University of South Carolina Upstate,#22,22,TRUE
Bethel College,#23,23,TRUE
Boricua College,#23,23,TRUE
Converse University,#23,23,FALSE
Dakota Wesleyan University,#23,23,TRUE
Davis and Elkins College,#23,23,FALSE
Fort Lewis College,#23,23,TRUE
McMurry University,#23,23,TRUE
North Central University,#23,23,TRUE
Thiel College,#23,23,TRUE
University of Montana Western,#23,23,TRUE
Asbury University,#24,24,TRUE
Bates College,#24,24,FALSE
Bob Jones University,#24,24,TRUE
Carnegie Mellon University,#24,24,TRUE
Emory University,#24,24,TRUE
Johnson & Wales University--Charlotte,#24,24,TRUE
North Central College,#24,24,TRUE
SUNY--New Paltz,#24,24,FALSE
University of Illinois--Springfield,#24,24,TRUE
University of Virginia,#24,24,TRUE
Washington University in St. Louis,#24,24,TRUE
Western Washington University,#24,24,FALSE
West Virginia Wesleyan College,#24,24,TRUE
William Peace University,#24,24,TRUE
California State University--Northridge,#25,25,TRUE
Colby College,#25,25,TRUE
Pacific Lutheran University,#25,25,TRUE
Paul Smith's College,#25,25,FALSE
SUNY Maritime College,#25,25,TRUE
SUNY Polytechnic Institute,#25,25,TRUE
University of Richmond,#25,25,TRUE
ArtCenter College of Design,#26,26,FALSE
Drury University,#26,26,TRUE
Franciscan University of Steubenville,#26,26,TRUE
Lewis-Clark State College,#26,26,FALSE
North Carolina Central University,#26,26,FALSE
South Dakota School of Mines and Technology,#26,26,TRUE
SUNY Morrisville,#26,26,FALSE
Central Methodist University -- College of Liberal Arts and Sciences,#27,27,TRUE
College of the Holy Cross,#27,27,TRUE
CUNY--Lehman College,#27,27,TRUE
Macalester College,#27,27,TRUE
McPherson College,#27,27,TRUE
Mississippi University for Women,#27,27,TRUE
Mount Aloysius College,#27,27,FALSE
Ramapo College of New Jersey,#27,27,TRUE
Salve Regina University,#27,27,TRUE
Sonoma State University,#27,27,FALSE
University of Advancing Technology,#27,27,FALSE
University of Tennessee at Martin,#27,27,TRUE
University of West Florida,#27,27,TRUE
Alaska Pacific University,#28,28,FALSE
California Institute of the Arts,#28,28,TRUE
California State University--Channel Islands,#28,28,TRUE
"California State University, San Marcos",#28,28,TRUE
Elizabeth City State University,#28,28,TRUE
Hilbert College,#28,28,FALSE
Lees-McRae College,#28,28,TRUE
"University of California, Davis",#28,28,TRUE
"University of California, San Diego",#28,28,TRUE
University of Florida,#28,28,TRUE
University of Southern California,#28,28,TRUE
Adrian College,#29,29,TRUE
Dean College,#29,29,TRUE
EDP University of Puerto Rico Inc--San Juan,#29,29,FALSE
Keystone College,#29,29,TRUE
Rocky Mountain College of Art and Design,#29,29,FALSE
University of Nebraska at Kearney,#29,29,FALSE
Valley City State University,#29,29,TRUE
Wilmington College,#29,29,TRUE
Belmont Abbey College,#30,30,TRUE
Berea College,#30,30,TRUE
Bryn Mawr College,#30,30,TRUE
Bucknell University,#30,30,TRUE
California Baptist University,#30,30,TRUE
Chaminade University of Honolulu,#30,30,TRUE
Howard Payne University,#30,30,FALSE
Lafayette College,#30,30,TRUE
Niagara University,#30,30,TRUE
North Park University,#30,30,FALSE
St. Francis University,#30,30,TRUE
SUNY--Oneonta,#30,30,TRUE
Toccoa Falls College,#30,30,TRUE
Johnson University (TN),#31,31,TRUE
Lee University,#31,31,TRUE
Murray State University,#31,31,TRUE
Rogers State University,#31,31,FALSE
Bard College at Simon's Rock,#32,32,TRUE
California Polytechnic State University -- Humboldt,#32,32,FALSE
Carthage College,#32,32,TRUE
Northern New Mexico College,#32,32,TRUE
Ottawa University,#32,32,TRUE
Sterling College (VT),#32,32,TRUE
University of Minnesota Crookston,#32,32,TRUE
University of Mount Union,#32,32,TRUE
University of Texas at Austin,#32,32,FALSE
Utah Tech University,#32,32,TRUE
Webster University,#32,32,TRUE
Austin Peay State University,#33,33,TRUE
Brevard College,#33,33,TRUE
Canisius University,#33,33,TRUE
The College of Westchester,#33,33,FALSE
Colorado College,#33,33,FALSE
Columbia College (SC),#33,33,TRUE
Georgia Institute of Technology,#33,33,TRUE
Merrimack College,#33,33,TRUE
Messiah University,#33,33,TRUE
Northland College,#33,33,FALSE
Rider University,#33,33,TRUE
Saint Martin's University,#33,33,FALSE
"University of California, Irvine",#33,33,TRUE
University of North Alabama,#33,33,TRUE
University of Puerto Rico--Humacao,#33,33,TRUE
Wentworth Institute of Technology,#33,33,TRUE
Alice Lloyd College,#34,34,TRUE
California State University--Bakersfield,#34,34,TRUE
Jarvis Christian University,#34,34,TRUE
Kentucky State University,#34,34,TRUE
LeTourneau University,#34,34,TRUE
Mount Holyoke College,#34,34,FALSE
New Mexico Tech,#34,34,TRUE
Reinhardt University,#34,34,TRUE
University of Arkansas -- Fort Smith,#34,34,TRUE
University of Puerto Rico--Arecibo,#34,34,TRUE
Wiley College,#34,34,TRUE
Ashland University,#35,35,TRUE
Blackburn College,#35,35,FALSE
Central Penn College,#35,35,TRUE
Franklin & Marshall College,#35,35,TRUE
Huston-Tillotson University,#35,35,TRUE
Mitchell College,#35,35,TRUE
Nevada State University,#35,35,TRUE
New York University,#35,35,TRUE
Occidental College,#35,35,TRUE
Saint Mary-of-the-Woods College,#35,35,TRUE
Scripps College,#35,35,TRUE
"University of California, Santa Barbara",#35,35,TRUE
University of Illinois Urbana-Champaign,#35,35,TRUE
University of Maine--Fort Kent,#35,35,TRUE
University of Wisconsin--Madison,#35,35,TRUE
Winona State University,#35,35,TRUE
Berkeley College (NY),#36,36,TRUE
Coastal Carolina University,#36,36,TRUE
Culver-Stockton College,#36,36,TRUE
Freed-Hardeman University,#36,36,TRUE
Jacksonville University,#36,36,TRUE
North Greenville University,#36,36,TRUE
Quincy University,#36,36,TRUE
Tabor College,#36,36,TRUE
University of Maine--Presque Isle,#36,36,TRUE
University of Valley Forge,#36,36,TRUE
Central Washington University,#37,37,FALSE
Huntington University,#37,37,FALSE
Oklahoma Panhandle State University,#37,37,FALSE
California State University--Dominguez Hills,#38,38,FALSE
Carroll University,#38,38,TRUE
CUNY--Brooklyn College,#38,38,FALSE
Nebraska Wesleyan University,#38,38,TRUE
Paul Quinn College,#38,38,FALSE
Saint Xavier University,#38,38,TRUE
Skidmore College,#38,38,FALSE
The University of Olivet,#38,38,FALSE
Western Illinois University,#38,38,TRUE
Berklee College of Music,#39,39,TRUE
Bismarck State College,#39,39,FALSE
Boston College,#39,39,FALSE
Denison University,#39,39,TRUE
Elizabethtown College,#39,39,TRUE
Endicott College,#39,39,TRUE
Hillsdale College,#39,39,TRUE
Kenyon College,#39,39,TRUE
Moravian University,#39,39,TRUE
Pitzer College,#39,39,TRUE
Seton Hill University,#39,39,TRUE
Spelman College,#39,39,TRUE
Stephen F. Austin State University,#39,39,FALSE
SUNY Oswego,#39,39,TRUE
Trinity College,#39,39,TRUE
Fisher College,#40,40,FALSE
Lenoir-Rhyne University,#40,40,FALSE
Northern Marianas College,#40,40,FALSE
Rutgers University--New Brunswick,#40,40,TRUE
Tufts University,#40,40,TRUE
University of Washington,#40,40,TRUE
Williams Baptist University,#40,40,FALSE
Woodbury University,#40,40,FALSE
Anderson University,#41,41,TRUE
Art Institute of Houston,#41,41,FALSE
Dalton State College,#41,41,TRUE
Donnelly College,#41,41,TRUE
Emmaus Bible College,#41,41,TRUE
Eureka College,#41,41,TRUE
Fresno Pacific University,#41,41,TRUE
Kansas Wesleyan University,#41,41,TRUE
La Sierra University,#41,41,TRUE
Montana Technological University,#41,41,TRUE
Southern Adventist University,#41,41,TRUE
University of Arkansas--Pine Bluff,#41,41,TRUE
University of North Georgia,#41,41,TRUE
Virginia State University,#41,41,TRUE
South Texas College,#42,42,FALSE
Boston University,#43,43,TRUE
Colorado Mountain College,#43,43,TRUE
Erskine College,#43,43,TRUE
Florida Memorial University,#43,43,TRUE
Inter American University of Puerto Rico--Barranquitas,#43,43,TRUE
Northwestern College,#43,43,TRUE
The Ohio State University,#43,43,TRUE
Purdue University--Main Campus,#43,43,TRUE
Southwestern Christian University,#43,43,TRUE
University of Wisconsin--Whitewater,#43,43,TRUE
Brescia University,#44,44,TRUE
Faith Baptist Bible College and Theological Seminary,#44,44,FALSE
Northwest University,#44,44,TRUE
Oklahoma Baptist University,#44,44,TRUE
Texas A&M International University,#44,44,TRUE
University of North Texas at Dallas,#44,44,TRUE
University of South Carolina Beaufort,#44,44,TRUE
Vanguard University of Southern California,#44,44,TRUE
Columbia International University,#45,45,TRUE
CUNY--Queens College,#45,45,TRUE
Fairleigh Dickinson University,#45,45,TRUE
Morehead State University,#45,45,TRUE
Regis College,#45,45,TRUE
Saint Peter's University,#45,45,TRUE
Sterling College (KS),#45,45,TRUE
"St. Joseph's University, New York",#45,45,TRUE
Union College (NY),#45,45,FALSE
University of North Carolina--Pembroke,#45,45,TRUE
University of Northwestern--St. Paul,#45,45,FALSE
York University,#45,45,TRUE
Connecticut College,#46,46,TRUE
DePauw University,#46,46,TRUE
Dickinson College,#46,46,TRUE
Furman University,#46,46,TRUE
Muskingum University,#46,46,FALSE
"University of Maryland, College Park",#46,46,FALSE
Whitman College,#46,46,TRUE
Bethel University (IN),#47,47,TRUE
Broward College,#47,47,TRUE
Buena Vista University,#47,47,TRUE
Capital University,#47,47,TRUE
Crowley's Ridge College,#47,47,TRUE
Eastern Mennonite University,#47,47,TRUE
Georgia Gwinnett College,#47,47,TRUE
Lehigh University,#47,47,TRUE
Mount Mary University,#47,47,TRUE
North Carolina Wesleyan University,#47,47,TRUE
Olivet Nazarene University,#47,47,TRUE
Southwestern College,#47,47,FALSE
Texas A&M University,#47,47,TRUE
University of Georgia,#47,47,TRUE
University of Puerto Rico--Mayaguez,#47,47,TRUE
University of Rochester,#47,47,TRUE
University of Tennessee Southern,#47,47,TRUE
University of Wisconsin--Stevens Point,#47,47,TRUE
Virginia Tech,#47,47,TRUE
Wake Forest University,#47,47,TRUE
Barclay College,#48,48,FALSE
Dickinson State University,#49,49,FALSE
Eastern Washington University,#49,49,FALSE
Lynn University,#49,49,TRUE
Wheeling University,#49,49,TRUE
Defiance College,#50,50,FALSE
Heritage University,#50,50,TRUE
Marywood University,#50,50,TRUE
Molloy University,#50,50,TRUE
Northwest Nazarene University,#50,50,TRUE
Roger Williams University,#50,50,TRUE
Slippery Rock University of Pennsylvania,#50,50,TRUE
Centre College,#51,51,TRUE
Colorado Christian University,#51,51,FALSE
Oberlin College and Conservatory,#51,51,TRUE
Principia College,#51,51,TRUE
Rochester University,#51,51,FALSE
St. Olaf College,#51,51,TRUE
The University of the South,#51,51,TRUE
Alcorn State University,#52,52,TRUE
Emmanuel University,#52,52,TRUE
Ferrum College,#52,52,TRUE
Glenville State University,#52,52,TRUE
Midwestern State University,#52,52,TRUE
Minnesota State University--Moorhead,#52,52,FALSE
Piedmont University,#52,52,TRUE
Southern Wesleyan University,#52,52,TRUE
University of Puerto Rico--Aguadilla,#52,52,TRUE
University of Puerto Rico--Ponce,#52,52,TRUE
University of Texas Permian Basin,#52,52,TRUE
Voorhees University,#52,52,TRUE
Case Western Reserve University,#53,53,TRUE
Dunwoody College of Technology,#53,53,TRUE
Florida State University,#53,53,TRUE
Hannibal-LaGrange University,#53,53,TRUE
Heidelberg University,#53,53,TRUE
Lawrence Technological University,#53,53,TRUE
Northeastern University,#53,53,TRUE
Notre Dame College of Ohio,#53,53,TRUE
"University of Minnesota, Twin Cities",#53,53,TRUE
William & Mary,#53,53,TRUE
Assumption University,#54,54,TRUE
Mercyhurst University,#54,54,TRUE
Nazareth University,#54,54,TRUE
Notre Dame of Maryland University,#54,54,TRUE
Salisbury University,#54,54,TRUE
SUNY Plattsburgh,#54,54,TRUE
Walla Walla University,#54,54,FALSE
Delta State University,#55,55,TRUE
Francis Marion University,#55,55,TRUE
Grace Christian University,#55,55,FALSE
Grace College and Seminary,#55,55,TRUE
Norfolk State University,#55,55,TRUE
Siena Heights University,#55,55,TRUE
Troy University,#55,55,TRUE
Alverno College,#56,56,TRUE
Benedictine University,#56,56,TRUE
Jessup University,#56,56,TRUE
Kuyper College,#56,56,FALSE
Mount Mercy University,#56,56,TRUE
Oklahoma Christian University,#56,56,TRUE
Rhodes College,#56,56,TRUE
Soka University of America,#56,56,TRUE
West Texas A&M University,#56,56,TRUE
Wheaton College (IL),#56,56,TRUE
Abraham Baldwin Agricultural College,#57,57,TRUE
Bluefield State University,#57,57,TRUE
God's Bible School and College,#57,57,TRUE
William Penn University,#57,57,TRUE
Miami University--Hamilton,#58,58,TRUE
Miami University--Middletown,#58,58,TRUE
Stony Brook University--SUNY,#58,58,TRUE
University of Connecticut,#58,58,TRUE
Charleston Southern University,#59,59,TRUE
King University,#59,59,TRUE
St. Lawrence University,#59,59,TRUE
Trinity University,#59,59,TRUE
University of South Carolina Aiken,#59,59,TRUE
Wabash College,#59,59,TRUE
Weber State University,#59,59,FALSE
Wofford College,#59,59,TRUE
Brandeis University,#60,60,TRUE
Cornerstone University,#60,60,TRUE
Eastern Illinois University,#60,60,TRUE
Elms College,#60,60,TRUE
Hood College,#60,60,TRUE
Iona University,#60,60,TRUE
Manchester University,#60,60,TRUE
Mayville State University,#60,60,FALSE
Michigan State University,#60,60,TRUE
North Carolina State University,#60,60,TRUE
Northern Michigan University,#60,60,TRUE
The Pennsylvania State University--University Park,#60,60,TRUE
Philander Smith College,#60,60,FALSE
Rensselaer Polytechnic Institute,#60,60,TRUE
Santa Clara University,#60,60,TRUE
Southern Utah University,#60,60,TRUE
SUNY College--Cortland,#60,60,TRUE
"University of California, Merced",#60,60,TRUE
University of Wisconsin--Platteville,#60,60,TRUE
University of Wisconsin--River Falls,#60,60,TRUE
Western Oregon University,#60,60,TRUE
Florida College,#61,61,TRUE
Louisiana State University--Alexandria,#61,61,TRUE
Talladega College,#61,61,TRUE
Northeastern State University,#62,62,TRUE
University of Houston--Downtown,#62,62,TRUE
University of Rio Grande,#62,62,TRUE
West Liberty University,#62,62,FALSE
Wilberforce University,#62,62,TRUE
Agnes Scott College,#63,63,TRUE
Auburn University at Montgomery,#63,63,TRUE
Bethany College (KS),#63,63,FALSE
Bryan College,#63,63,TRUE
Gettysburg College,#63,63,TRUE
Jacksonville State University,#63,63,TRUE
Limestone University,#63,63,TRUE
Truett McConnell University,#63,63,TRUE
Virginia Military Institute,#63,63,TRUE
Calvary University,#64,64,TRUE
Columbus State University,#64,64,TRUE
Kentucky Christian University,#64,64,FALSE
Lebanon Valley College,#64,64,TRUE
Lincoln University (MO),#64,64,TRUE
Monroe College,#64,64,TRUE
Southern Connecticut State University,#64,64,TRUE
Southwestern Oklahoma State University,#64,64,TRUE
Spalding University,#64,64,TRUE
SUNY Brockport,#64,64,TRUE
University of Guam,#64,64,TRUE
University of Northwestern Ohio,#64,64,TRUE
Utica University,#64,64,TRUE
Edward Waters University,#66,66,FALSE
Houston Christian University,#66,66,FALSE
University of Wisconsin--Green Bay,#66,66,FALSE
Anderson University (IN),#67,67,TRUE
Coker University,#67,67,FALSE
George Washington University,#67,67,TRUE
Gustavus Adolphus College,#67,67,TRUE
Minnesota State University--Mankato,#67,67,TRUE
Mount Vernon Nazarene University,#67,67,TRUE
Reed College,#67,67,TRUE
Schreiner University,#67,67,TRUE
Spring Arbor University,#67,67,TRUE
Syracuse University,#67,67,TRUE
Thomas Aquinas College,#67,67,TRUE
University of Central Missouri,#67,67,TRUE
University of Central Oklahoma,#67,67,TRUE
University of Massachusetts--Amherst,#67,67,TRUE
University of Miami,#67,67,TRUE
University of Pittsburgh,#67,67,TRUE
University of Wisconsin--Stout,#67,67,TRUE
Villanova University,#67,67,TRUE
Alderson Broaddus University,#68,68,TRUE
Central Baptist College,#68,68,TRUE
Chowan University,#68,68,TRUE
College of Coastal Georgia,#68,68,TRUE
Alfred University,#69,69,TRUE
Arcadia University,#69,69,TRUE
Central Connecticut State University,#69,69,TRUE
Eastern Connecticut State University,#69,69,TRUE
The Evergreen State College,#69,69,TRUE
Fayetteville State University,#69,69,TRUE
Fitchburg State University,#69,69,TRUE
Florida National University,#69,69,TRUE
Fort Valley State University,#69,69,TRUE
Johnson & Wales University--Providence,#69,69,TRUE
Mount St. Mary's University,#69,69,TRUE
Nicholls State University,#69,69,TRUE
Southern Oregon University,#69,69,TRUE
SUNY--Fredonia,#69,69,TRUE
Wagner College,#69,69,TRUE
William Paterson University of New Jersey,#69,69,TRUE
Hobart and William Smith Colleges,#70,70,TRUE
Kalamazoo College,#70,70,TRUE
Muhlenberg College,#70,70,TRUE
Corban University,#71,71,FALSE
Pfeiffer University,#71,71,FALSE
Angelo State University,#72,72,FALSE
Bard College,#72,72,FALSE
Montreat College,#72,72,FALSE
Arkansas Tech University,#73,73,TRUE
Binghamton University--SUNY,#73,73,TRUE
Bushnell University,#73,73,TRUE
College of St. Benedict,#73,73,TRUE
Hawaii Pacific University,#73,73,TRUE
Indiana University--Bloomington,#73,73,TRUE
Lake Forest College,#73,73,TRUE
Northwestern State University of Louisiana,#73,73,TRUE
Tulane University,#73,73,TRUE
University of the Virgin Islands,#73,73,TRUE
Fontbonne University,#74,74,TRUE
Inter American University of Puerto Rico--Guayama,#74,74,TRUE
Oral Roberts University,#74,74,TRUE
Point University,#74,74,TRUE
Stillman College,#74,74,TRUE
Viterbo University,#74,74,TRUE
Western Colorado University,#74,74,TRUE
Allegheny College,#75,75,TRUE
The College of Wooster,#75,75,TRUE
Knox College,#75,75,TRUE
Lawrence University,#75,75,TRUE
Southern Nazarene University,#75,75,TRUE
St. John's College (MD),#75,75,TRUE
Texas A&M University--Texarkana,#75,75,TRUE
Wheaton College (MA),#75,75,TRUE
Willamette University,#75,75,TRUE
College of Saint Mary,#76,76,TRUE
Colorado School of Mines,#76,76,TRUE
Concordia University (NE),#76,76,TRUE
Inter American University of Puerto Rico--Ponce,#76,76,TRUE
Mid-Atlantic Christian University,#76,76,TRUE
Midway University,#76,76,TRUE
Northwest Missouri State University,#76,76,TRUE
Pepperdine University,#76,76,TRUE
St. Cloud State University,#76,76,TRUE
Stevens Institute of Technology,#76,76,TRUE
University at Buffalo--SUNY,#76,76,TRUE
"University of California, Riverside",#76,76,TRUE
University of Delaware,#76,76,TRUE
University of Mobile,#76,76,TRUE
University of Saint Francis,#76,76,TRUE
University of Sioux Falls,#76,76,TRUE
University of Southern Indiana,#76,76,TRUE
Livingstone College,#78,78,FALSE
University of Mount Olive,#78,78,FALSE
Concordia University Texas,#79,79,TRUE
Morris College,#79,79,FALSE
Oklahoma Wesleyan University,#79,79,TRUE
Shepherd University,#79,79,TRUE
South Carolina State University,#79,79,TRUE
Thomas More University,#79,79,TRUE
University of West Alabama,#79,79,TRUE
Caldwell University,#80,80,TRUE
Framingham State University,#80,80,TRUE
Manhattanville College,#80,80,TRUE
McDaniel College,#80,80,TRUE
